epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.2528666660686334,0.6481528828044733,0.06649694272006551,0.6742196831852197,0.9230000019073487,0.11149542707949876,0.055748466700315476,0.13334882482886315
1,0.9264000022411346,0.08467973864326875,0.0502904653797547,0.10439360043033957,0.97260000705719,0.0413732504658401,0.052016692459583284,0.06176379330456257
2,0.9597333370645841,0.04570457886904478,0.044403048896541196,0.0631105736643076,0.9815000063180923,0.0261383794574067,0.049099526442587374,0.045385393146425486
3,0.9691666744152705,0.034650101078053316,0.04092853172371785,0.05069408514226476,0.985200007557869,0.01976986661553383,0.04705338887870312,0.038214794490486384
4,0.9736000094811121,0.02976526925029854,0.037688474133610726,0.04453915073536337,0.9847000068426133,0.019903659045230598,0.04348761472851038,0.03695080365985632
5,0.9764666761954626,0.02588441495783627,0.03524796601695319,0.039701617220416666,0.9804000061750412,0.026444152817130088,0.04239626042544842,0.04306348644196987
6,0.9788333431879679,0.023743557462779185,0.03379116353889306,0.036989693188418944,0.987000008225441,0.018858354655094445,0.04083954714238644,0.03486745692789554
7,0.9810000115633011,0.021625529014660666,0.03252809699624777,0.03437654271100958,0.9829000067710877,0.022231150604784488,0.04009893335402012,0.03794993210583925
8,0.9818500106533369,0.020070755981529752,0.03144216262114545,0.03239608343380193,0.9870000076293945,0.01878879198804498,0.0389534355700016,0.03405853824689984
9,0.9835166772206624,0.018744278099232663,0.030551400845870377,0.030720426890378197,0.9874000054597855,0.014308564200473484,0.037199626713991164,0.028890817305073143
10,0.9839500111341476,0.017378866368671878,0.029452669719854992,0.028924312647432088,0.9883000075817108,0.015542203541845084,0.03645090127363801,0.029830956440418957
11,0.9852500102917353,0.016223970425392812,0.028673969643811383,0.027464166254115602,0.9901000070571899,0.012484970877994783,0.03514282964169979,0.026260959720239042
12,0.9863166772325833,0.015264081918091203,0.02788886566956838,0.02619651693229874,0.989200005531311,0.013211874400731176,0.03467274207621813,0.026803588913753628
13,0.986866676012675,0.014420596592438717,0.02721527880678574,0.025088985566981137,0.9902000069618225,0.013540484826080501,0.03373539539054036,0.026764759384095668
14,0.9871000103155771,0.013767452848066266,0.026623394209891557,0.024203823204152285,0.9896000045537948,0.0125200289307395,0.0332494924403727,0.025553829530254007
15,0.9878833423058192,0.013278389871993567,0.026096824488292137,0.0235083448405688,0.9907000064849854,0.011561309762764722,0.03284212844446301,0.024435423724353315
16,0.9888000091910363,0.0124507164536044,0.025701370953271786,0.022525653646637996,0.9902000063657761,0.011216651678550989,0.03251820744946599,0.02396378862671554
17,0.9891000091036161,0.011994074917165563,0.025377909848466516,0.02194221532593171,0.9899000054597855,0.011691576825687661,0.03207890113815665,0.02426650570705533
18,0.98958334227403,0.011565190399996936,0.025139870919908085,0.021420019478537142,0.9926000064611435,0.009139484807965345,0.0314580949023366,0.021471057776361702
19,0.9902166750033696,0.010869410672651915,0.02487400414732595,0.020620020056764284,0.9920000070333481,0.01006183165765833,0.03143363008275628,0.022383814360946417
20,0.9902333416541418,0.010723491970469089,0.02468119757870833,0.020398521162569523,0.9923000049591064,0.009513339279219508,0.03130263924598694,0.021783973556011915
21,0.9907500075300535,0.010154955911178452,0.024482780021304884,0.019752205424010752,0.9921000051498413,0.009041407608892769,0.030901535861194134,0.021154809296131134
22,0.9910000079870224,0.010276326122305666,0.024359510078405342,0.019825253838983675,0.9924000060558319,0.00964728496852331,0.03088376572355628,0.021753720911219715
23,0.9912500074505806,0.009782275426065705,0.02415729855808119,0.01925193620069573,0.9918000054359436,0.009998529605800286,0.03077462898567319,0.022062183870002628
24,0.9914833409587542,0.009420715740028148,0.02404326946474612,0.01884567715227604,0.9911000061035157,0.009640012454474345,0.030605931710451843,0.021637537200003863
25,0.991950007379055,0.009207868518230194,0.023908023045708736,0.018579813330434264,0.99180000603199,0.009742605280480347,0.03060525355860591,0.021739864349365236
26,0.9921166737874348,0.008837858233309816,0.02380974997455875,0.018171279969004292,0.9932000058889389,0.00837355738331098,0.03028817504644394,0.02024652173742652
27,0.9922833400964737,0.008670177492992176,0.02372380893987914,0.017969910334795714,0.9938000053167343,0.008052076483436395,0.03003240831196308,0.019824780281633137
28,0.9922833399971326,0.008522540676446321,0.023617689317713183,0.017780674680446584,0.9935000056028366,0.008059177144023124,0.03000244379043579,0.019820134760811924
29,0.9925333402554194,0.008321036281219373,0.023556198744724196,0.01755506595907112,0.9934000051021576,0.008173515682283323,0.029997403100132942,0.01993249730207026
30,0.9929000061750411,0.008081679523650867,0.023474976622189083,0.01728387008421123,0.9940000051259994,0.008001856925839093,0.029943778477609158,0.019739817837253214
31,0.9927000064651171,0.008117396926390939,0.023417259721706312,0.017296962478818994,0.9935000050067901,0.00810060069154133,0.02988233117386699,0.019814474219456316
