epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.23325999991595744,0.5141593737602234,0.05386093280464411,0.5352728593349457,0.35720000058412554,0.4353335526585579,0.051129387356340886,0.45537627309560774
1,0.37740000048279765,0.4187742546200752,0.04676556149125099,0.43710635423660277,0.39529999941587446,0.41263930886983874,0.0460897084698081,0.4307064750790596
2,0.41841999822854997,0.3976065987944603,0.04174954541027546,0.4139724205732346,0.45009999722242355,0.37922347605228424,0.04312143120914698,0.3961270758509636
3,0.4387399971485138,0.38526347535848615,0.03826804968714714,0.40026455050706866,0.4608999964594841,0.3754777052998543,0.03984433516860008,0.39109668374061585
4,0.4532199974656105,0.37704660749435426,0.036263803742825985,0.39126201790571213,0.48109999775886536,0.36011970311403274,0.03712315667420626,0.3746719789505005
5,0.466459996342659,0.368489593744278,0.03439594379067421,0.3819728035330772,0.5073999959230423,0.35442390978336336,0.03506335537880659,0.36816874504089353
6,0.4736999979019165,0.3636678247451782,0.032993419002741574,0.37660124427080155,0.5004999962449074,0.34905699849128724,0.035149655416607854,0.3628356644511223
7,0.48613999688625337,0.3546705603599548,0.03187382098287344,0.36716509813070297,0.5153999954462052,0.3391313341259956,0.03388646043837071,0.35241482526063916
8,0.5014199978709221,0.3478235586285591,0.03089145640283823,0.35993300914764403,0.5248999980092048,0.3340652123093605,0.0345379027351737,0.3476040694117546
9,0.5116599974632263,0.34165603411197665,0.030084916796535254,0.35344932103157045,0.5222999933362007,0.3332190990447998,0.0337551086768508,0.34645110338926316
10,0.5197799974083901,0.33650894451141355,0.029447651766240597,0.34805242431163785,0.5504999974370003,0.32350400686264036,0.031667211651802064,0.33591755509376525
11,0.5249399970769882,0.332236782848835,0.028772402074187995,0.34351556468009947,0.5471999952197075,0.3203229907155037,0.031454754024744035,0.33265325367450715
12,0.5366399967670441,0.3272869609594345,0.02841530803591013,0.33842576152086257,0.5564999979734421,0.31839048862457275,0.03093318607658148,0.33051629781723024
13,0.5427399969100952,0.3232538331747055,0.027943339686840773,0.3342076215147972,0.5632999992370605,0.3130009201169014,0.030648829005658625,0.32501526057720187
14,0.547939997792244,0.32040039455890656,0.0276884775608778,0.33125427752733233,0.5553999957442284,0.314018629193306,0.02991248857229948,0.3257443234324455
15,0.551959998011589,0.3176617677807808,0.027319693945348264,0.328371087372303,0.5590999981760979,0.31105791419744494,0.03030017901211977,0.32293558299541475
16,0.5564599980711937,0.31428233116865156,0.027060250017791988,0.3248899486660957,0.5754999974370003,0.3058061298727989,0.029958626255393028,0.31754991203546523
17,0.5633999984264374,0.31144020676612855,0.026843296308070422,0.3219627789258957,0.5639999973773956,0.3089704129099846,0.029667219780385494,0.3205999633669853
18,0.5667799971699715,0.3086433761119843,0.026547665510326623,0.31905006057024005,0.5772000020742416,0.30213710367679597,0.02927921574562788,0.31361455619335177
19,0.5703399975895882,0.3064371433258057,0.026359178584069012,0.31676994186639784,0.5863999974727631,0.29934391617774964,0.02942186629399657,0.3108772858977318
20,0.5735799998641015,0.3046672484874725,0.02617702006176114,0.31492864006757737,0.571699996292591,0.30285033375024795,0.02931381119415164,0.3143413469195366
21,0.5764399973154068,0.30238993525505065,0.026078522495925426,0.3126127154827118,0.579000000655651,0.2994197428226471,0.029029409550130367,0.31079927176237104
22,0.5815999990701676,0.3001895524263382,0.02593331666663289,0.3103554121851921,0.5901000022888183,0.2953835734724998,0.028973613306879996,0.30674123018980026
23,0.5834199984669686,0.29863814809918404,0.02580787856504321,0.30875483679771426,0.5951999986171722,0.29312821984291076,0.02886139092966914,0.30444188565015795
