epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
13,0.10884999982702236,0.5236522658665975,0.05627701737607519,0.5457128560543061,0.09580000022426248,0.5238262182474136,0.05819384586066008,0.5466382056474686
14,0.10843333322865267,0.5236025020480156,0.056232571974396704,0.5456456685066223,0.10280000003054739,0.5236225718259812,0.0581919152662158,0.5464338046312333
15,0.11075000001738469,0.5235714094837507,0.05623564309130112,0.5456157806515693,0.11349999956786633,0.5235348522663117,0.05830535911023617,0.5463905549049377
16,0.10974999994349977,0.5235473841428757,0.05623300146311522,0.5455907197793325,0.11349999956786633,0.5234457153081894,0.058270321935415266,0.5462876778841018
17,0.10968333324107031,0.5235845985015234,0.056208772615840036,0.5456184362371762,0.11349999956786633,0.5234072858095169,0.058145463429391385,0.5462003064155578
18,0.11131666668380301,0.5235304465889931,0.05625843205799659,0.5455837526917457,0.11349999956786633,0.5234658628702163,0.05805720396339893,0.5462242841720581
19,0.11128333306560914,0.523501161634922,0.05627307059864203,0.5455602039893468,0.11349999956786633,0.5233971577882767,0.05819037359207869,0.5462077844142914
20,0.1121999997800837,0.5235035741329193,0.05623500172669689,0.5455476938684781,0.11349999956786633,0.5233945167064666,0.058169200532138345,0.5461968421936035
21,0.11214999980293214,0.5234704461693763,0.05625490206604203,0.5455223660667737,0.11349999956786633,0.5234117722511291,0.05819019950926304,0.5462223303318023
22,0.11101666661910713,0.5234674243132273,0.05625528499484062,0.5455194951097171,0.11349999956786633,0.5235078954696655,0.058152492716908456,0.5463036698102951
23,0.11119999984279275,0.5234590823451678,0.056214048179487386,0.5454949889580408,0.11349999956786633,0.5233846485614777,0.058145346492528914,0.5461776244640351
24,0.11196666644575695,0.5234336939454078,0.05622673455625773,0.5454745733737946,0.11349999956786633,0.5234238529205322,0.05812557075172663,0.546209077835083
25,0.11236666646475593,0.5234452763199806,0.05626213006054362,0.5455000313123067,0.11349999956786633,0.5233387744426727,0.05818825054913759,0.5461485677957535
26,0.11236666673483948,0.5234505963325501,0.05620837129031619,0.5454842752218246,0.11349999956786633,0.523373093008995,0.05806632984429598,0.5461350959539414
27,0.11236666662618518,0.5234394481778145,0.05627607287218173,0.5454996675252914,0.11349999956786633,0.5233552753925323,0.0582430550456047,0.5461865472793579
28,0.1123666664554427,0.5234261420369148,0.05623379871870081,0.5454697898030281,0.11349999956786633,0.5234152579307556,0.0581317949295044,0.5462029206752778
29,0.11236666673794389,0.523420749604702,0.05623164430260658,0.5454635536670684,0.11349999956786633,0.5233490830659866,0.05813987709581852,0.5461399161815643
30,0.11236666672863066,0.5234043082594871,0.056211208794265985,0.5454391006628673,0.11349999956786633,0.5233893096446991,0.05810220025479793,0.5461653733253479
31,0.11236666649890442,0.5234227254986763,0.05622656506796678,0.5454635376731555,0.11349999956786633,0.523367070555687,0.058166798129677774,0.5461684536933898
32,0.11236666645854712,0.5234019746383031,0.05620590845122933,0.5454346906145414,0.11349999956786633,0.5233328348398208,0.058147059679031374,0.5461264806985855
33,0.11236666671310862,0.5233978104591369,0.056168333298216265,0.5454157959421476,0.11349999956786633,0.523356015086174,0.058117113634943963,0.5461379212141036
34,0.11236666642129421,0.5233894974986713,0.05621245004236698,0.5454247778654099,0.11349999956786633,0.523325771689415,0.05811731230467558,0.5461077547073364
35,0.1123666664523383,0.5233901236454646,0.0562623898871243,0.5454449800650278,0.11349999956786633,0.52333400785923,0.05816677425056696,0.546135385632515
36,0.11236666667896013,0.5233832721908888,0.05621837668741743,0.5454208756486575,0.11349999956786633,0.5233324790000915,0.05816458016633987,0.5461329925060272
37,0.11236666650821765,0.5233890323837598,0.056241900995373725,0.5454358558853467,0.11349999956786633,0.5233290404081344,0.0581871996447444,0.5461384177207946
38,0.11236666682797174,0.5233881002664567,0.0562277288424472,0.5454293690125147,0.11349999956786633,0.523358336687088,0.05818153239786625,0.5461654978990554
39,0.11236666664170722,0.5233840877811115,0.056176500090708334,0.5454052740335464,0.11349999956786633,0.5233487802743911,0.0581151632964611,0.5461299240589141
40,0.11236666664481162,0.5233830295006434,0.05625508416444063,0.545435021619002,0.11349999956786633,0.5233383536338806,0.05815116103738546,0.5461336117982865
41,0.11236666658893228,0.5233795129259428,0.056214326191693545,0.5454155285159746,0.11349999956786633,0.5233440524339676,0.05813874512910843,0.5461344408988953
42,0.11236666647406916,0.5233790298302968,0.056220772061496976,0.545417572359244,0.11349999956786633,0.5233401262760162,0.05813147634267807,0.5461276662349701
43,0.11236666668827335,0.5233764232198397,0.05619224881132444,0.5454037847121557,0.11349999956786633,0.523337516784668,0.05813012916594744,0.5461245268583298
44,0.11236666662928958,0.5233765292167664,0.0562261232547462,0.5454171693325043,0.11349999956786633,0.5233313739299774,0.058143062703311446,0.5461234551668167
45,0.11236666673794389,0.5233742778499921,0.0561841967391471,0.5453984812895457,0.11349999956786633,0.5233290261030197,0.058129035718739036,0.546115608215332
46,0.11236666660755873,0.5233736429611842,0.05627068753664692,0.5454317512114842,0.11349999956786633,0.523332833647728,0.05815340206027031,0.5461289650201797
47,0.1123666665609926,0.5233712002635003,0.05618993842974305,0.5453976545731226,0.11349999956786633,0.5233301281929016,0.058144490495324136,0.5461227661371231
48,0.11236666662618518,0.5233695560693741,0.05617873835687836,0.545391619404157,0.11349999956786633,0.5233371335268021,0.05813342597335577,0.5461254346370698
49,0.11236666664170722,0.5233690199255944,0.056156625238557654,0.5453824159502983,0.11349999956786633,0.5233385664224625,0.0581115685030818,0.5461183017492295
