epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.10971666665437321,0.7169414737820625,0.06683764488746723,0.7431418290734291,0.08920000007376075,0.5246842247247696,0.05901625607162714,0.5478185957670212
1,0.10499999998137355,0.5244136588772138,0.056562643783787885,0.5465862144033115,0.11349999956786633,0.5236002117395401,0.05863647550344467,0.5465857070684433
2,0.10696666672825814,0.5242414673169454,0.05647643877814213,0.5463802306850751,0.11349999956786633,0.524086228609085,0.0582614965364337,0.5469247359037399
3,0.10463333324529231,0.5241638714075089,0.056346318144351246,0.5462516289949417,0.11349999956786633,0.5242439156770706,0.058320193625986574,0.5471054339408874
4,0.10683333340100944,0.5240783076484998,0.05637770855178436,0.5461783697207768,0.11349999956786633,0.5239493310451507,0.058302640542387964,0.5468039631843566
5,0.10561666663115223,0.524085707962513,0.05636558602253596,0.5461810168623924,0.11349999956786633,0.5239467531442642,0.05852819640189409,0.5468898063898087
6,0.10488333337629835,0.5239534836014111,0.05635199372346202,0.5460434648394584,0.10280000003054739,0.5243662852048874,0.05808517459779978,0.5471356707811356
7,0.1055499999721845,0.5238999377687772,0.056286486194779474,0.5459642399350803,0.09820000045001506,0.5242153698205948,0.058177329897880554,0.5470208811759949
8,0.10761666638466219,0.5238704630732536,0.05628433299561342,0.545933921734492,0.10280000003054739,0.5238795632123947,0.05821163274347782,0.5466985243558884
9,0.10719999994461735,0.5238076636195182,0.0563179896461467,0.5458843152721723,0.11349999956786633,0.523801999092102,0.05827075682580471,0.5466441345214844
10,0.1077666663316389,0.5237424715360006,0.056271395503232874,0.545800857146581,0.11349999956786633,0.5235476112365722,0.058289067596197126,0.5463969242572785
11,0.1071833333062629,0.5237713887294133,0.05623000830411911,0.545813551445802,0.10280000003054739,0.5236580687761306,0.05809207834303379,0.5464301627874374
12,0.1067333332169801,0.523695920407772,0.05628791331003109,0.5457607821623485,0.11349999956786633,0.5235115176439286,0.05820634376257658,0.5463284027576446
