epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
33,0.9935833392540614,0.007464735740795731,0.024547219183295964,0.017087245386404295,0.9932000052928924,0.008688790614833124,0.031366212256252766,0.020984345562756062
34,0.9936500058571498,0.007390769343764987,0.024475976014509796,0.01698535167146474,0.9935000056028366,0.00911395431496203,0.03122956311330199,0.021355942776426672
35,0.993366672496001,0.0073786916912649755,0.02441944102756679,0.016951112332753836,0.9936000055074692,0.009026697832159697,0.03133834086358547,0.021311327116563916
36,0.9936500056584676,0.007359972999062545,0.02436889874128004,0.01691258110261212,0.9935000044107437,0.008944509729626588,0.03128358170390129,0.02120767335407436
37,0.9935000060002009,0.007385750544005229,0.024348787646740675,0.016930475047168634,0.9937000042200088,0.008735550874262117,0.03128811391070485,0.02100049125030637
38,0.993850005765756,0.007130500406977565,0.024318689980233708,0.016663426637339097,0.9936000049114228,0.00848171572899446,0.031122382692992688,0.02068168930709362
39,0.9940500056743622,0.007059695695643313,0.024268959673742454,0.016573127615265547,0.9938000059127807,0.008843374456628226,0.031065240819007158,0.02102094851434231
40,0.9941333389282226,0.007059280562001126,0.02423503328425189,0.016559413382783533,0.9931000053882599,0.008378510263864882,0.031097529716789724,0.020568741615861655
41,0.9937666724125545,0.007108535625739023,0.02423735416804751,0.01660957817453891,0.9936000055074692,0.008490814787801355,0.03109813865274191,0.020681284805759786
42,0.9939333388209343,0.007119060317248417,0.024200842501595616,0.01660579025434951,0.9933000046014786,0.008537696202402002,0.03107828490436077,0.020720383673906325
43,0.9945500049988428,0.0070056249886207905,0.024223546034966906,0.0165012547854955,0.9934000056982041,0.008522277845186181,0.03106717376038432,0.020700609609484673
44,0.9941166721781095,0.006967351562052499,0.024164542164653538,0.016439851834438742,0.9936000055074692,0.008512952771270647,0.031014666948467492,0.020670701917260885
45,0.9940833388765653,0.006902326368581271,0.024156187856569887,0.016371551759851475,0.9934000056982041,0.008551181078655646,0.030989506393671037,0.02069906731136143
46,0.9941333385308584,0.00701806199203323,0.024156521515299876,0.016487418180331587,0.9936000049114228,0.008519803769886494,0.03101419869810343,0.020677369367331267
47,0.9942833386858304,0.006943539569717056,0.024117752543340126,0.01639769827481359,0.9936000049114228,0.008429696669336408,0.03100302569568157,0.02058288232423365
48,0.9941833387811979,0.006808568787722228,0.024132799763853352,0.016268626018427313,0.9932000052928924,0.008534473171457647,0.031020462736487387,0.02069449417293072
49,0.9939500055710475,0.006944936580354503,0.024122719631219904,0.01640104244928807,0.993300005197525,0.008435151518788188,0.030979188792407512,0.020578993260860445
