epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.0955500001180917,0.8194546857476235,0.06800835639238358,0.8461139592528343,0.09580000022426248,0.8093725830316544,0.06903060294687748,0.8364325827360153
1,0.10616666635498405,0.5532777625322342,0.057623945977538824,0.5758663495381673,0.11349999956786633,0.5246001410484314,0.05882688127458095,0.5476602816581726
2,0.10623333340510727,0.52413720647494,0.05644768086572488,0.5462646978100141,0.10280000003054739,0.5245896196365356,0.05812001280486584,0.5473726636171341
3,0.10639999981348713,0.523989400267601,0.05636191141481201,0.5460832684238752,0.09820000045001506,0.5243310630321503,0.05831933334469795,0.5471922421455383
4,0.10746666674191753,0.5240367758274078,0.056332268981883926,0.5461190257469813,0.09740000028163194,0.5237853813171387,0.058314791955053805,0.5466447752714158
5,0.10593333327211439,0.5239671069383621,0.056328370571136474,0.5460478268067042,0.11349999956786633,0.5237825071811676,0.05833073906600475,0.5466481536626816
6,0.10686666650387149,0.5239472463726997,0.056351265273988246,0.5460369418064753,0.11349999956786633,0.5240882354974746,0.05822420209646225,0.5469121235609055
7,0.10605000008208056,0.5239078107476235,0.056326012425124646,0.5459876075387001,0.10280000003054739,0.5245593553781509,0.05852205839008093,0.5475000023841858
8,0.10804999984800816,0.5238707116246224,0.05626621580993136,0.5459270681937536,0.11349999956786633,0.5243098372220993,0.05793975692242384,0.5470222228765488
9,0.10953333315129081,0.5237499071160953,0.056288650147616866,0.5458150567611059,0.10100000012665987,0.5236074304580689,0.05800863526761532,0.5463468164205552
10,0.10673333316110074,0.5237848223249117,0.05626573655754328,0.5458409909407298,0.11349999956786633,0.5234107136726379,0.05834033966064453,0.5462801265716553
11,0.10664999991034468,0.5237433109680811,0.0562964179366827,0.5458115060130755,0.11349999956786633,0.5237437063455581,0.058248280435800555,0.546577035188675
12,0.10906666656645636,0.5236591555674871,0.05627031054968635,0.5457171156009039,0.11349999956786633,0.5234875726699829,0.05824833456426859,0.5463209193944931
13,0.6521000010085602,0.2893404649446408,0.051176438021163145,0.3094016280770302,0.8753000020980835,0.15527061603963374,0.051932973004877564,0.17562834180891515
14,0.8280666644374529,0.17142372424403826,0.0455027314585944,0.18926079464455445,0.9117000013589859,0.10532159492373466,0.050718876048922536,0.12520339425653218
15,0.8653500007589658,0.13711520155270895,0.04375885230799516,0.15426867116242649,0.9270000010728836,0.08653522416949272,0.04999082684516907,0.1061316280066967
16,0.8844666680693627,0.1185575191055735,0.04249528678754966,0.13521567108730476,0.9304000037908554,0.07828646168112754,0.049045436903834345,0.09751227233558893
17,0.8963166682918866,0.10712304721275966,0.04135142580916484,0.12333280579497417,0.9416000002622604,0.06871858992613852,0.04799990054219961,0.0875345503911376
